index,comments,Label,LabelConfidence
17250091,cheese and onion pasty had an odour like the feta butternut and spinach pasty.,"Good food quality,Good taste","1,1"
17255234,Kiosk never works in the morning,App to improve,1
17248908,ALWAYS a 5 star,Global positive feedbacks,1
17250160,Chicken was overdone,Bad quality or taste,1
17255797,Less salt,Bad quality or taste,1
17253994,I am afraid this was badly made. Far from what we could get say fresh choice for example,Bad quality or taste,1
17256191,More seleion later on after lunch time. We often work different times,Global negative feedbacks,1
17252194,Food was not enough.,Portion too small,1
17253213,Great service by Andy.,Good services,1
17249898,Bloody awesome,Global positive feedbacks,1
17249228,awesome work!,Global positive feedbacks,1
17251921,Fantastico,Global positive feedbacks,1
17254096,"I expected better pearl, and more sweety milk tea.",Bad quality or taste,1
17252789,fried chicken sandwich was really well prepared,"Good food quality,Good taste","1,1"
17257489,Pie was a little over cooked.,Bad quality or taste,1
17256923,Nice services,Good services,1
17252822,Fries were not ready for pick up at time so I had to leave even after waiting for 10 mins.I never got my food,"Waited too long,Wrong or missing order","1,1"
17257296,Order was marked as complete when it was not. I have to wait around 10 more minutes. It looked like the employee needed help with all the orders received.,"Waited too long,Global negative feedbacks","1,1"
17253949,"Hi, sorry but there was a portion of chips missing from my order, this was for someone else, Anthon Dodd",Wrong or missing order,1
17253280,Great taste and less oil. Healthy,"Good food quality,Good taste","1,1"
17255048,It was amazing! Thank you,Global positive feedbacks,1
17251811,Excellent tots! Thank you,Global positive feedbacks,1
17248896,Almost no meat…and it’s hard to bite,Bad quality or taste,1
17256814,My salad was very fresh 😋,"Good food quality,Good taste","1,1"
17252221,"Food was tasteless, green beans weren't cooked",Bad quality or taste,1
17249949,Brilliant and quick service. And the food was great too!,"Good services,Arrived on time,Good food quality,Good taste","1,1,1,1"
17254907,"I was very impressed that my coffee was made as I like it: no chocolate. The staff really get to know the customer’s preferences in person, which is already really nice, but to remember this for online orders too is amazing. Thank you.","Good food quality,Good taste,Good services","1,1,1"
17254999,"Interesting new dish! I like the taste, but also thought it needed a bit of something creamy. I found it went well with Oat Milk, so perhaps a dollop of wipped cream.","Good food quality,Good taste","1,1"
17250115,Chicken Caesar salad yummy! Please put it on the menu more often!,"Good food quality,Good taste","1,1"
17254036,I could not taste the dressing and some of the protein just did not taste that great. I could not find the correct drink I ordered. I hate leaving bad comments but something was just off.,"Bad quality or taste,Wrong or missing order","1,1"
17256173,Monika is always charming,Good services,1
17250941,"Delicious, but everything was too dry.","Good taste,Good food quality,Bad quality or taste","1,1,1"
17252807,Friendly staff. Delicious drink.,"Good services,Good food quality,Good taste","1,1,1"
17257741,"Pulled pork baos we’re not authentic, but still tasted good 4/5. Fried rice lacked seasoning but a little heavy on sesame oil, and undercooked Asian rice (Chinese, Japanese, Korean, Thai, Vietnamese) rice should never be al dente. 2/5. Value 4/5.","Bad quality or taste,Good food quality,Good taste","1,1,1"
17253973,"Hot tea available during lunch please. That said, I know this is new - great service!!!","Not enough options,Good services","1,1"
17256799,My order wasn’t received or ready when I went to pick up.,"Waited too long,Wrong or missing order","1,1"
17253089,Great food prepared and served by loving hands!,"Good food quality,Good taste,Good services","1,1,1"
17253179,Great salad!,"Good food quality,Good taste","1,1"
17249279,"Baked pud really dry could do with option for butter, cottage cheese, coleslaw","Bad quality or taste,Not enough options","1,1"
17254235,"I ordered a burger at the end of when the cafeteria was open and waited a long time and my burger came out upside down with minimal tomato (asked for extra tomato, no lettuce).","Waited too long,Bad quality or taste","1,1"
17249261,Bacon was burnt and extremely dry,Bad quality or taste,1
17255047,It was advertised as being on a ciabatta but it was on a white baguette,Misleading images,1
17249000,Amazing customer service! Thank you for helping me to get up and running with the app!!,Good services,1
17253234,Great service with a smile. Oh and Ken was there too but at least he had drinks ordered for today.,Good services,1
17253944,Hi ordered chips with my chilli yesterday no chips came,Wrong or missing order,1
17248947,Always great staff,Good services,1
17249867,Beths coffee is the best .,"Good services,Good food quality,Good taste","1,1,1"
17257617,"Pls prepare the food near to the requested time from consumers""","Global negative feedbacks,Waited too long","1,1"
17252215,Food was really good it was made right in front of me due to system issues and it was the best breakfast I've ever had here even though I had to wait for it,"Good food quality,Good taste,Waited too long","1,1,1"
17250159,Chicken was over salted. Wait time way beyond expected,"Waited too long,Bad quality or taste","1,1"
17256999,No immediate notification when my order is ready.,App to improve,1
17257562,"Please don't put vegetables in the quesadilla, keep it consistent",Bad quality or taste,1
17250062,Can you use white meat and remove the skin? It was a turn-off But flavors good.,Bad quality or taste,1
17256867,Need to go containers,Inappropriate packaging,1
17257450,Perfect,Global positive feedbacks,1
17256248,My food was better than high quality restaurants. Wow! The guy on the grill keeps me coming back!!!,"Good food quality,Good taste,Good services","1,1,1"
17248869,all hot and on time,"Arrived on time,Good food temperature","1,1"
17255173,Jacket potato was small,Portion too small,1
17256913,Nice food,"Good food quality,Good taste","1,1"
17256955,No butter and advertising was bad,Wrong or missing order,1
17251993,Fish isnt great especially for the price as it's basically frozen fish.,Bad quality or taste,1
17251070,Easy to use the app; everything worked great,App works well,1
17250790,Could be a bit more generous with the “meat” items. Three small pieces feels too little.,Portion too small,1
17249263,Bacon was hard and over cooked. Service was great as always,"Good services,Bad quality or taste","1,1"
17257156,Nothing on the bread,Bad quality or taste,1
17250183,"Chips missing from the order, this is the third time it's happened.",Wrong or missing order,1
17250010,Butifull😂😂,Global positive feedbacks,1
17249943,Brie was nearly all rind and very disappointing,Bad quality or taste,1
17251004,Didn’t receive order . Haven’t received funds back to my bank account. This is second time Also when I tried to let someone know at the beginning of my lunch all I got was answering machine. Had to call back to request refund.,"Wrong or missing order,Global negative feedbacks,Bad service","1,1,1"
17252044,Food did not look like the picture,Misleading images,1
17250963,Did not follow instructions when I placed my burrito order.,Wrong or missing order,1
17257724,Price gone up again,Too expensive,1
17248961,Always says an excellent job,Global positive feedbacks,1
17250004,Burrito was overcooked.,Bad quality or taste,1
17254053,I did not order cheese on the smash burger and yet it is there and I had to scrape it off!,Wrong or missing order,1
17253079,great food and great people!,"Good services,Good food quality,Good taste","1,1,1"
17251211,Excellent as always,Global positive feedbacks,1
17253998,I am requesting healthy side items for lunch like vegetables,Not enough options,1
17257240,Only issue. Frozen ice cream and plastic spoons do not mix!,Global negative feedbacks,1
17250905,Delicious just the egg was really cold. But still great. 😊,"Good food quality,Good taste,Bad food temperature","1,1,1"
17254131,I had no milk in my coffee despite ordering with. As a result I have to order an additional coffee.,Wrong or missing order,1
17254815,I put the order to be delivered at 9 AM. How can you finish it at 8:37 AM? Now it is just gonna sit there and get cold. Do you see the time?,"Global negative feedbacks,Bad food temperature","1,1"
17257599,Please stop asking for feedback every time I open the app,App to improve,1
17255035,It looked like someone stepped on my sandwich before it was placed in the container.,Wrong or missing order,1
17254233,"I ordered 2 orders, and they just gave me 1 order with 2 eggs.",Wrong or missing order,1
